bugName	pval	p1M	p6M	p1Y	s1M	s6M	s1Y	Adjustedpval	Adjustedp1M	Adjustedp6M	Adjustedp1Y
Unclassified Thermotogales Order	0.279247794225242	0.39720642425567	0.634057493229357	0.0540677448014244	-0.056477592267651	-0.0356703244459355	-0.170063316443812	0.304845508695889	0.436344164171847	0.779920484629538	0.132078297634597
Morganellaceae	0.280301429418801	0.583660946359648	0.300684529703466	0.061083926430596	-0.0260792669269256	-0.0555977982964792	-0.118228576884219	0.305359561362685	0.617855224025163	0.528720448203409	0.146155148171837
Prolixibacteraceae	0.299195240587113	0.104171811205223	0.549740340279566	0.700743489042468	-0.095895707182058	-0.0395418046005551	0.0296421610329641	0.325266195161094	0.124341751871382	0.727671289500089	0.81739001159497
Unclassified Deinococci Class	0.305371710444644	0.461636826352057	0.371973442409778	0.267825562880213	-0.0622533150696337	0.0857452302068322	0.124757560999406	0.331293532656301	0.502905814986441	0.597895962646392	0.435840356985191
Unclassified Gammaproteobacteria Class	0.311597966451523	0.647352772220354	0.0951722659568193	0.205500332501361	0.0192334301708395	0.0801650984645934	0.0709041536754624	0.337349864505368	0.675722814030808	0.238613719432408	0.362566243201055
Unclassified Phycisphaerae Class	0.326166788951658	0.358792528303131	0.370829962711932	0.439798973194121	-0.0627973925974106	0.0693076389668488	0.0699261232587844	0.35239463383643	0.397478403447866	0.597892001418622	0.608059794073139
Verrucomicrobiaceae	0.340732192880097	0.605449910870696	0.158225927932296	0.832562125772806	-0.0375437200036179	0.116868690047899	0.020365194966259	0.367373804669076	0.637059745574788	0.34126357666039	0.906990756559148
Marinifilaceae	0.341474195581739	0.0970292783057194	0.739063047844141	0.903394888856262	-0.101106848310986	-0.0227206066776042	0.00966597117445588	0.367417820297395	0.116556008917634	0.843723392310087	0.95056008385679
Thermoplasmataceae	0.354895310181349	0.0903706307743037	0.625393188287065	0.291605074985854	-0.147712823207529	-0.0473410172226733	-0.119159601589738	0.381076111752105	0.109870558064351	0.779920484629538	0.467281526888647
Thermofilaceae	0.356821156685819	0.421455137674451	0.300188857918436	0.524322502871234	-0.0706802212659073	0.103260826615884	0.0740675220569201	0.382360503278873	0.46104904413656	0.528720448203409	0.68006186015972
Unclassified Euryarchaeota Phylum	0.36121838301789	0.207034428986888	0.643541779352163	0.367191280664969	-0.0838321594654226	0.034578885155464	-0.0788706392869506	0.38628251571709	0.235839219106803	0.781204270285506	0.549737803052696
Anaerohalosphaeraceae	0.365626666117526	0.0780375459560656	0.488979142121119	0.654278143721339	-0.101757104107982	-0.0448329192968964	-0.0338985929054689	0.390200352434998	0.0959898452605127	0.683266854590577	0.786334282821059
Wenzhouxiangellaceae	0.396936099675584	0.707113802464509	0.190497977704838	0.480146224894962	-0.0271111143250101	0.107620852619541	0.0676716611110517	0.422753081768305	0.73082373272466	0.396088422328673	0.643469621086855
Thermoguttaceae	0.398238350755007	0.165996899026301	0.467633996505932	0.695565162495922	-0.0845098113811406	-0.0500256165410267	0.0315058054831791	0.423279707496194	0.192014073045876	0.66950878188281	0.817211087775477
Unclassified Spirochaetia Class	0.402525939740019	0.655516866691187	0.182647989588477	0.166288855947353	-0.0333173626947095	-0.113328085875881	-0.137790593463328	0.426970834865932	0.681779375984482	0.385917526388556	0.310090250948089
Unclassified Planctomycetia Class	0.407814976261054	0.155341158594619	0.846415083511242	0.935334337608649	-0.107526353512244	0.0165099050654932	0.00809193155752902	0.431707166789479	0.18128901359372	0.919594156498995	0.959129536021393
Unclassified Fusobacteriales Order	0.467035870574658	0.485891938006054	0.858645027106207	0.273395800377998	-0.0524085975286694	-0.0151266925819704	0.109152412710041	0.49340079875226	0.527137423426858	0.921987693040272	0.440798151994065
Marinilabiliaceae	0.474690551958174	0.175960131340191	0.207604843951535	0.593960359164059	-0.081978378263572	-0.0855179681902596	-0.0418740758070133	0.500478569871394	0.202199800048816	0.40896593319776	0.741515125423529
Unclassified Oligoflexia Class	0.484991047953612	0.745157472715423	0.201772237639086	0.761518198943067	-0.0144599341539806	0.064409435797485	0.0177964210081783	0.510311865718258	0.76262210098219	0.40509062269303	0.85629943400465
Unclassified Spirochaetales Order	0.486020648296219	0.730211353264092	0.424846105008314	0.334095223195021	-0.0172067868640006	-0.0451461291752774	0.0639648339267583	0.510370380174787	0.751730351886806	0.63424318810358	0.517946440692872
Unclassified Rhodocyclales Order	0.489308652378257	0.314876220572862	0.684634209652797	0.5647094529887	-0.0675100224304504	0.0307931889739109	0.0510850622092685	0.512795467692413	0.350308151974904	0.809632679552478	0.721144363427927
Unclassified Opitutae Class	0.51263790791676	0.574744380874996	0.146988822845898	0.413772762959239	0.035760829485647	0.10331786702061	0.0668215837043639	0.536172183130503	0.609647885786433	0.324987945870256	0.587226241383257
Cardiobacteriaceae	0.542609701212484	0.410846407099309	0.988761093281246	0.202002361563701	-0.0448731376160518	-0.000869086659084118	-0.0925787476634594	0.566389409233748	0.450383927447778	0.990958067622864	0.360031419929861
Ichthyobacteriaceae	0.571253213639898	0.789247167005342	0.243382495783286	0.740482941972938	-0.0225715538834454	0.111481756979856	0.036784096798333	0.595102751386295	0.803039835943299	0.462074013733485	0.842548856459565
Unclassified Deinococcales Order	0.57679369147308	0.194443460677102	0.338282734106728	0.708777957246065	-0.0659335842195587	-0.0547808210018524	-0.0248894013071186	0.599682330023599	0.221979027003925	0.575069312404359	0.821715381925165
Clostridiaceae	0.605991504732142	0.79426176106459	0.550623931375401	0.356271144160464	0.0173464224759365	0.0448228428545763	-0.081002231396394	0.628791185108203	0.806575896895048	0.727671289500089	0.538000229222142
Unclassified Candidatus Micrarchaeota Phylum	0.612674134276358	0.246679101387242	0.449801456845231	0.931355516391384	0.0794405519241603	0.058005394939122	-0.00767501141389694	0.634468866325715	0.276196258818194	0.657957114179659	0.959129536021393
Unclassified Holosporales Order	0.618146929404904	0.560234121959356	0.562053306672639	0.439040999733818	-0.0128182070256746	0.0144379866848942	-0.0225520861344528	0.638873749523017	0.597887331785545	0.736289831741158	0.608059794073139
Unclassified Haloferacales Order	0.651187718264496	0.506232545785331	0.498521039673798	0.740301164167167	-0.0489856077177191	0.0565503841332905	0.0323753119563685	0.671697567658653	0.544693745362451	0.69107149415098	0.842548856459565
Unclassified Legionellales Order	0.673804121692018	0.382628119818587	0.849396129285331	0.599415442508935	-0.0546287063642939	-0.0133950660848499	0.0433275413692226	0.693660824688836	0.422099231126189	0.919594156498995	0.746065776424422
Merismopediaceae	0.687307940416083	0.536489642314835	0.858032971800167	0.329724526406712	-0.0326204573561568	0.010698083407743	-0.0684330871901232	0.706175217211818	0.574888696468248	0.921987693040272	0.512687394175422
Tolypothrichaceae	0.707420720408583	0.385158222140188	0.370666920814314	0.376864785156046	-0.0619189213025869	-0.0721286405327873	-0.0831875066590736	0.725417725037373	0.423997706725753	0.597892001418622	0.559148284756582
Fervidicoccaceae	0.786624003633763	0.309606656191588	0.626300104415735	0.763471845590133	-0.0849636936419722	-0.0453429602066169	-0.0324309001904208	0.805060503718929	0.345178484775302	0.779920484629538	0.856657916679293
Unclassified Negativicutes Class	0.801651411882757	0.562625388051796	0.704542860691004	0.710376083992557	-0.0466244003239932	0.0344975258660359	0.0394834031976953	0.81884081837537	0.599218909225897	0.818581949006843	0.821715381925165
Yersiniaceae	0.843226293765501	0.664743222920525	0.714660464528595	0.637407385725602	0.0203889302893164	-0.019353743359844	-0.0290889982384365	0.859631474578059	0.689753363980901	0.828500184541999	0.774945406311405
Unclassified Thermotogae Class	0.848891463444437	0.763833088499281	0.764987626349816	0.373483595293439	0.0193258901140249	0.0217002483404632	0.0756033979431535	0.86372645989298	0.780211575777044	0.862050572488824	0.55598126117546
Pectobacteriaceae	0.853758260923114	0.488201862765184	0.598794595995955	0.471681717053998	-0.0251913334392365	-0.0216227428868423	-0.0346156007839366	0.866994823107969	0.528549124150736	0.763426686865889	0.637013452928595
Methanopyraceae	0.870368791340951	0.694323751507769	0.403890846794662	0.754924565293827	0.0330036472779064	0.0793569778636066	0.0346165300863031	0.882153281745954	0.719023015395397	0.620641653139012	0.850710692933259
Unclassified Selenomonadales Order	0.934328699237331	0.743154443685723	0.970584001379553	0.57310141783636	-0.0321691327295033	0.00410619943408396	-0.0735250347384886	0.945151039382937	0.762060525423324	0.979934521624057	0.721887362851569
Unclassified Cellvibrionales Order	0.941670105236414	0.588634368122372	0.958473647909151	0.699299460781454	-0.0441757722629515	-0.00481149944598647	-0.0417701529955751	0.948129922260987	0.621863727613152	0.971508116364621	0.81739001159497
Hydrogenophilaceae	0.94223199707605	0.808479425803303	0.534765093420284	0.831155208364787	-0.0170420037216381	-0.049527686990963	-0.0198878283220368	0.948129922260987	0.816268244934356	0.723896490837611	0.906990756559148
Unclassified Spartobacteria Class	0.942701697515218	0.88010531695504	0.686077036746584	0.724277087347774	0.0129407008255434	-0.0392251664240397	-0.0400107720807985	0.948129922260987	0.885173101889522	0.809632679552478	0.832283319671565
Unclassified Candidatus Korarchaeota Phylum	0.966296245094664	0.803878602916549	0.832471645275187	0.771009196307565	0.0219812871886322	-0.02119409611341	0.034110661622774	0.968937045292724	0.813189938085467	0.913766825864675	0.861341851351694
Pasteurellaceae	0.967087928794074	0.948403605066155	0.872638194325067	0.657142032206622	-0.00525110243987765	0.0146432219200284	0.0472884525317872	0.968937045292724	0.948403605066155	0.931288011866263	0.787968935643638
Unclassified Thermomicrobia Class	0.998066071805115	0.867126314804318	0.877434195126473	0.942180063782929	0.00959928270370352	0.0100160439523501	0.00550888079917761	0.998066071805115	0.87379651722589	0.932862293218229	0.964262409027842
