bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Chloroflexaceae	0.246906632202389	0.832228476147265	0.0697209705805853	0.815398426901747	0.0111353025043828	0.108349567703401	-0.016617257545859	0.626603385925391	0.950603748693376	0.416406470409284	0.959402910836175
Micrococcaceae	0.249753454703089	0.0704610704331341	0.992737747127358	0.417833247513636	0.215153046469654	-0.00117914512275241	0.128264871386767	0.628546194336106	0.348840053619778	0.994641978339822	0.882417068175651
Holosporaceae	0.254808857195616	0.688793366122115	0.418727518695601	0.134689059823799	0.0199301838043076	-0.0449194649720896	0.102165418336147	0.635969213827074	0.874015111633945	0.844334035467363	0.68942535706419
Ardenticatenaceae	0.261153329547268	0.0749949847077863	0.12726666622	0.397204541637264	0.153060418676758	0.146419282126215	0.0989328479731277	0.644470814531288	0.353882584089867	0.569451924600582	0.86797152741978
Unclassified Candidatus Cloacimonetes Phylum	0.26372115640472	0.853298659395132	0.124544077081529	0.569495970134528	-0.0134452848723671	0.127453108700024	-0.0573276650203742	0.644470814531288	0.95961257984224	0.569451924600582	0.914496699522792
Unclassified Armatimonadetes Phylum	0.264617155635363	0.0554964786311202	0.22074093157866	0.486117505392829	-0.0727912255391429	-0.0521583678491526	-0.036548720564677	0.644470814531288	0.299284581189255	0.647220983851992	0.900659427169536
Syntrophobacteraceae	0.268207224924147	0.423253326502318	0.635095815574332	0.0517796716838576	0.0376300815672888	0.0248412057946245	0.127416994178981	0.645404911467348	0.734612095423563	0.904711963695511	0.496558580179428
Chlamydiaceae	0.26927489683737	0.066570264088259	0.161475310125468	0.452078747172077	-0.140587136572294	-0.120494032556079	-0.0794148358941269	0.645404911467348	0.335070329244237	0.599793585958797	0.897543533187451
Unclassified Coriobacteriales Order	0.278451134609896	0.101054762070315	0.212092941446489	0.150050303958527	-0.133503978389232	-0.112210360500364	-0.158033004451818	0.650362397143607	0.391263309554297	0.634178894226137	0.706071836088793
Unclassified Bacteroidetes Phylum	0.280634053825328	0.569224657471517	0.0558615401823954	0.615110151464529	0.0680480283957771	0.266436095902588	0.085080989414221	0.650362397143607	0.818525445129958	0.406006919184052	0.91846290486758
Caedimonadaceae	0.280815214965661	0.375459218491311	0.0655737496303533	0.258470293793646	-0.045404463144377	-0.106763762850539	-0.0786346976445157	0.650362397143607	0.692500842060851	0.413684220336665	0.848456833974793
Acetobacteraceae	0.282078336003227	0.566089437315058	0.446826294126187	0.150105116762548	-0.0747987301904635	0.112603908769091	0.266435157601453	0.650362397143607	0.818525445129958	0.853669246510155	0.706071836088793
Fibrobacteraceae	0.283396128508501	0.182745451302318	0.121204842221346	0.856190964883502	-0.134587807489527	-0.175466800451084	0.0246881756775384	0.650362397143607	0.507823921187891	0.569451924600582	0.981189176190034
